tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
511145	Escherichia coli str. K-12 substr. MG1655	945358	0	live	galK	b0757, ECK0746, galA	galactokinase	galactokinase			NC_000913.3	788831	789979	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948025	0	live	hdeA	b3510, ECK3494, yhhC, yhiB	periplasmic acid stress chaperone HdeA	periplasmic acid stress chaperone HdeA			NC_000913.3	3656408	3656740	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945791	0	live	pgsA	b1912, ECK1911	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase			NC_000913.3	1992269	1992817	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945887	0	live	pspA	b1304, ECK1299, cog	phage shock protein A	phage shock protein A			NC_000913.3	1368079	1368747	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944844	0	live	argF	b0273, ECK0274	CP4-6 prophage; ornithine carbamoyltransferase ArgF	CP4-6 prophage|ornithine carbamoyltransferase ArgF			NC_000913.3	289301	290305	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946385	0	live	aspS	b1866, ECK1867, tls	aspartate--tRNA ligase	aspartate--tRNA ligase			NC_000913.3	1948750	1950522	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947560	0	live	mug	b3068, ECK3058, ygjF	stationary phase mismatch/uracil DNA glycosylase	stationary phase mismatch/uracil DNA glycosylase			NC_000913.3	3214967	3215473	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947273	0	live	fucO	b2799, ECK2794	L-1,2-propanediol oxidoreductase	L-1,2-propanediol oxidoreductase			NC_000913.3	2931865	2933013	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947367	0	live	recJ	b2892, ECK2887	ssDNA-specific exonuclease RecJ	ssDNA-specific exonuclease RecJ			NC_000913.3	3036373	3038106	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945307	0	live	sucB	b0727, ECK0715	dihydrolipoyltranssuccinylase	dihydrolipoyltranssuccinylase			NC_000913.3	761522	762739	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946452	0	live	argS	b1876, ECK1877, lov, lov-1	arginine--tRNA ligase	arginine--tRNA ligase			NC_000913.3	1960062	1961795	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947084	0	live	aroF	b2601, ECK2598	3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive	3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive			NC_000913.3	2740080	2741150	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945830	0	live	oppA	b1243, ECK1237	oligopeptide ABC transporter periplasmic binding protein	oligopeptide ABC transporter periplasmic binding protein			NC_000913.3	1301182	1302813	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947731	0	live	nuoM	b2277, ECK2271, nuoA	NADH:quinone oxidoreductase subunit M	NADH:quinone oxidoreductase subunit M			NC_000913.3	2391512	2393041	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945519	0	live	trpC	b1262, ECK1256, trpCF, trpF	fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase	fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase			NC_000913.3	1318427	1319788	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946697	0	live	ccmE	b2197, ECK2189, yejS	periplasmic heme chaperone	periplasmic heme chaperone			NC_000913.3	2294901	2295380	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946952	0	live	dapA	b2478, ECK2474	4-hydroxy-tetrahydrodipicolinate synthase	4-hydroxy-tetrahydrodipicolinate synthase			NC_000913.3	2598882	2599760	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946761	0	live	nuoH	b2282, ECK2276	NADH:quinone oxidoreductase subunit H	NADH:quinone oxidoreductase subunit H			NC_000913.3	2396465	2397442	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946141	0	live	topB	b1763, ECK1761, mutR	DNA topoisomerase III	DNA topoisomerase III			NC_000913.3	1844999	1846960	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946370	0	live	zwf	b1852, ECK1853	NADP(+)-dependent glucose-6-phosphate dehydrogenase	NADP(+)-dependent glucose-6-phosphate dehydrogenase			NC_000913.3	1934839	1936314	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946663	0	live	cdd	b2143, ECK2136	cytidine/deoxycytidine deaminase	cytidine/deoxycytidine deaminase			NC_000913.3	2231844	2232728	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947703	0	live	murA	b3189, ECK3178, mrbA, murZ	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	UDP-N-acetylglucosamine 1-carboxyvinyltransferase			NC_000913.3	3335235	3336494	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948563	0	live	tyrB	b4054, ECK4046	tyrosine aminotransferase	tyrosine aminotransferase			NC_000913.3	4267114	4268307	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946427	0	live	fecA	b4291, ECK4281	ferric citrate outer membrane transporter	ferric citrate outer membrane transporter			NC_000913.3	4514353	4516677	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946989	0	live	hisS	b2514, ECK2510	histidine--tRNA ligase	histidine--tRNA ligase			NC_000913.3	2639301	2640575	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947674	0	live	deaD	b3162, ECK3150, csdA, mssB, rhlD	ATP-dependent RNA helicase DeaD	ATP-dependent RNA helicase DeaD			NC_000913.3	3305971	3307860	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946877	0	live	cysK	b2414, ECK2409, ssi5	cysteine synthase A	cysteine synthase A			NC_000913.3	2532409	2533380	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945855	0	live	rssB	b1235, ECK1230, hnr, sprE, ychL	regulator of RpoS	regulator of RpoS			NC_000913.3	1290242	1291255	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944867	0	live	argP	b2916, ECK2912, iciA	DNA-binding transcriptional dual regulator ArgP	DNA-binding transcriptional dual regulator ArgP			NC_000913.3	3059753	3060646	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945302	0	live	kdpE	b0694, ECK0682	DNA-binding transcriptional activator KdpE	DNA-binding transcriptional activator KdpE			NC_000913.3	721056	721733	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945136	0	live	nuoN	b2276, ECK2270	NADH:quinone oxidoreductase subunit N	NADH:quinone oxidoreductase subunit N			NC_000913.3	2390048	2391505	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945777	0	live	hemA	b1210, ECK1198, gtrA	glutamyl-tRNA reductase	glutamyl-tRNA reductase			NC_000913.3	1263714	1264970	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947105	0	live	recN	b2616, ECK2612, radB	DNA repair protein RecN	DNA repair protein RecN			NC_000913.3	2751795	2753456	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946185	0	live	sufS	b1680, ECK1676, csdB, ynhB	L-cysteine desulfurase	L-cysteine desulfurase			NC_000913.3	1759303	1760523	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946096	0	live	prc	b1830, ECK1829, tsp	tail-specific protease	tail-specific protease			NC_000913.3	1912768	1914816	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946481	0	live	hchA	b1967, ECK1963, yedU, yzzC	protein/nucleic acid deglycase 1	protein/nucleic acid deglycase 1			NC_000913.3	2035835	2036686	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947553	0	live	cca	b3056, ECK3046	fused CCA tRNA nucleotidyltransferase/phosphohydrolase	fused CCA tRNA nucleotidyltransferase/phosphohydrolase			NC_000913.3	3201891	3203129	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946970	0	live	ppx	b2502, ECK2498	exopolyphosphatase	exopolyphosphatase			NC_000913.3	2625115	2626656	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947280	0	live	flhC	b1891, ECK1892, flaI	DNA-binding transcriptional dual regulator FlhC	DNA-binding transcriptional dual regulator FlhC			NC_000913.3	1977266	1977844	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946045	0	live	kdpA	b0698, ECK0686, kac	K(+) transporting P-type ATPase subunit KdpA	K(+) transporting P-type ATPase subunit KdpA			NC_000913.3	727059	728732	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947580	0	live	nuoK	b2279, ECK2273	NADH:quinone oxidoreductase subunit K	NADH:quinone oxidoreductase subunit K			NC_000913.3	2395043	2395345	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946005	0	live	ydcS	b1440, ECK1434	putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase	putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase			NC_000913.3	1511654	1512799	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949040	0	live	folE	b2153, ECK2146	GTP cyclohydrolase 1	GTP cyclohydrolase 1			NC_000913.3	2242984	2243652	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948571	0	live	nrfA	b4070, ECK4063	cytochrome c552 nitrite reductase	cytochrome c552 nitrite reductase			NC_000913.3	4287764	4289200	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948126	0	live	cysE	b3607, ECK3597	serine acetyltransferase	serine acetyltransferase			NC_000913.3	3781741	3782562	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948710	0	live	aidB	b4187, ECK4183	putative acyl-CoA dehydrogenase AidB	putative acyl-CoA dehydrogenase AidB			NC_000913.3	4414275	4415900	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947450	0	live	kdpB	b0697, ECK0685, kac	K(+) transporting P-type ATPase subunit KdpB	K(+) transporting P-type ATPase subunit KdpB			NC_000913.3	724988	727036	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947038	0	live	recO	b2565, ECK2563	DNA repair protein RecO	DNA repair protein RecO			NC_000913.3	2701741	2702469	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948513	0	live	metA	b4013, ECK4005	homoserine O-succinyltransferase	homoserine O-succinyltransferase			NC_000913.3	4214280	4215209	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946003	0	live	fabH	b1091, ECK1077	3-oxoacyl-[acyl carrier protein] synthase 3	3-oxoacyl-[acyl carrier protein] synthase 3			NC_000913.3	1148759	1149712	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948517	0	live	aceA	b4015, ECK4007, icl	isocitrate lyase	isocitrate lyase			NC_000913.3	4217109	4218413	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945387	0	live	bioD	b0778, ECK0767	dethiobiotin synthetase	dethiobiotin synthetase			NC_000913.3	812270	812947	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945227	0	live	lipA	b0628, ECK0621, lip	lipoyl synthase	lipoyl synthase			NC_000913.3	659251	660216	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947819	0	live	rplW	b3318, ECK3305	50S ribosomal subunit protein L23	50S ribosomal subunit protein L23			NC_000913.3	3451382	3451684	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946756	0	live	nuoJ	b2280, ECK2274	NADH:quinone oxidoreductase subunit J	NADH:quinone oxidoreductase subunit J			NC_000913.3	2395342	2395896	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944963	0	live	hypF	b2712, ECK2707, hydA	carbamoyl--[HypE] ligase	carbamoyl--[HypE] ligase			NC_000913.3	2835173	2837425	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947059	0	live	pssA	b2585, ECK2583, pss	phosphatidylserine synthase	phosphatidylserine synthase			NC_000913.3	2722727	2724082	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948249	0	live	mioC	b3742, ECK3736, yieB	flavoprotein MioC	flavoprotein MioC			NC_000913.3	3926012	3926455	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947231	0	live	cysI	b2763, ECK2758	sulfite reductase, hemoprotein subunit	sulfite reductase, hemoprotein subunit			NC_000913.3	2888387	2890099	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946467	0	live	rcsA	b1951, ECK1949, cpsR	DNA-binding transcriptional activator RcsA	DNA-binding transcriptional activator RcsA			NC_000913.3	2023968	2024591	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948993	0	live	rcsC	b2218, ECK2211	histidine kinase RcsC	histidine kinase RcsC			NC_000913.3	2317027	2319876	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945479	0	live	grxA	b0849, ECK0840, grx	reduced glutaredoxin 1	reduced glutaredoxin 1			NC_000913.3	890496	890753	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948734	0	live	msrA	b4219, ECK4215, pms, pmsR	methionine sulfoxide reductase A	methionine sulfoxide reductase A			NC_000913.3	4441538	4442176	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945506	0	live	serS	b0893, ECK0884	serine--tRNA ligase	serine--tRNA ligase			NC_000913.3	939428	940720	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948791	0	live	pepA	b4260, ECK4253, carP, xerB	aminopeptidase A/I	aminopeptidase A/I			NC_000913.3	4484440	4485951	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948535	0	live	pgi	b4025, ECK4017	glucose-6-phosphate isomerase	glucose-6-phosphate isomerase			NC_000913.3	4233758	4235407	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948290	0	live	rhlB	b3780, ECK3772, mmrA	ATP-dependent RNA helicase RhlB	ATP-dependent RNA helicase RhlB			NC_000913.3	3964365	3965630	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945730	0	live	galU	b1236, ECK1231, ychD	UTP--glucose-1-phosphate uridylyltransferase	UTP--glucose-1-phosphate uridylyltransferase			NC_000913.3	1291457	1292365	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948160	0	live	rpoZ	b3649, ECK3639, spoS	RNA polymerase subunit omega	RNA polymerase subunit omega			NC_000913.3	3822106	3822381	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948200	0	live	ibpA	b3687, ECK3679, hslT, htpN	small heat shock protein IbpA	small heat shock protein IbpA			NC_000913.3	3867009	3867422	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946762	0	live	nuoG	b2283, ECK2277	NADH:quinone oxidoreductase subunit G	NADH:quinone oxidoreductase subunit G			NC_000913.3	2397439	2400165	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946322	0	live	ftsW	b0089, ECK0090	essential cell division protein FtsW	essential cell division protein FtsW			NC_000913.3	98403	99647	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945697	0	live	phoP	b1130, ECK1116	DNA-binding transcriptional dual regulator PhoP	DNA-binding transcriptional dual regulator PhoP			NC_000913.3	1189776	1190447	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948844	0	live	fimD	b4317, ECK4308, fimD_1, fimD_2	type I fimbriae usher protein	type I fimbriae usher protein			NC_000913.3	4545096	4547732	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949119	0	live	csgD	b1040, ECK1026	DNA-binding transcriptional dual regulator CsgD	DNA-binding transcriptional dual regulator CsgD			NC_000913.3	1102546	1103196	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948989	0	live	lolA	b0891, ECK0882, lplA, yzzV	outer membrane lipoprotein carrier protein	outer membrane lipoprotein carrier protein			NC_000913.3	937372	937983	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945127	0	live	tesA	b0494, ECK0488, apeA, pldC	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1			NC_000913.3	519139	519765	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949076	0	live	sbcC	b0397, ECK0391	ATP dependent, structure specific DNA nuclease - SbcC subunit	ATP dependent, structure specific DNA nuclease - SbcC subunit			NC_000913.3	412607	415753	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944817	0	live	gpt	b0238, ECK0239, glyD, gpp, gxu	xanthine-guanine phsophoribosyltransferase	xanthine-guanine phsophoribosyltransferase			NC_000913.3	255977	256435	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948824	0	live	fliA	b1922, ECK1921, flaD, rpoF	RNA polymerase, sigma 28 (sigma F) factor	RNA polymerase, sigma 28 (sigma F) factor			NC_000913.3	2001070	2001789	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946058	0	live	gadB	b1493, ECK1487	glutamate decarboxylase B	glutamate decarboxylase B			NC_000913.3	1570645	1572045	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946999	0	live	iscA	b2528, ECK2525, yfhF	iron-sulfur cluster insertion protein IscA	iron-sulfur cluster insertion protein IscA			NC_000913.3	2659563	2659886	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946760	0	live	rbn	b2268, ECK2262, ecoZ, elaC, rnz, zipD	ribonuclease BN	ribonuclease BN			NC_000913.3	2381608	2382525	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944996	0	live	codA	b0337, ECK0334	cytosine/isoguanine deaminase	cytosine/isoguanine deaminase			NC_000913.3	356171	357454	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945152	0	live	rplT	b1716, ECK1714, pdzA	50S ribosomal subunit protein L20	50S ribosomal subunit protein L20			NC_000913.3	1799393	1799749	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948278	0	live	ilvE	b3770, ECK3762	branched-chain-amino-acid aminotransferase	branched-chain-amino-acid aminotransferase			NC_000913.3	3952484	3953413	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948223	0	live	tnaC	b3707, ECK3700, tnaL	tnaAB operon leader peptide	tnaAB operon leader peptide			NC_000913.3	3888435	3888509	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948192	0	live	ibpB	b3686, ECK3678, hslS, htpE	small heat shock protein IbpB	small heat shock protein IbpB			NC_000913.3	3866469	3866897	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946326	0	live	phoQ	b1129, ECK1115	sensor histidine kinase PhoQ	sensor histidine kinase PhoQ			NC_000913.3	1188316	1189776	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946623	0	live	ccmH	b2194, ECK2186, yejP	holocytochrome c synthase CcmH component	holocytochrome c synthase CcmH component			NC_000913.3	2291358	2292410	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945556	0	live	pyrD	b0945, ECK0936	dihydroorotate dehydrogenase, type 2	dihydroorotate dehydrogenase, type 2			NC_000913.3	1004768	1005778	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945320	0	live	nei	b0714, ECK0703	endonuclease VIII	endonuclease VIII			NC_000913.3	745935	746726	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948157	0	live	pyrE	b3642, ECK3632	orotate phosphoribosyltransferase	orotate phosphoribosyltransferase			NC_000913.3	3815127	3815768	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947372	0	live	lysS	b2890, ECK2885, asuD, herC	lysine--tRNA ligase, constitutive	lysine--tRNA ligase, constitutive			NC_000913.3	3033657	3035174	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947053	0	live	rseA	b2572, ECK2570, mclA, yfiJ	anti-sigma-E factor RseA	anti-sigma-E factor RseA			NC_000913.3	2708754	2709404	minus	0		
