gene_ID,type,gene_symbol,start,stop,description,,,
ECB_01589,cds,malI,1675346,1676374,DNA-binding transcriptional repressor,,,
ECB_01590,cds,malX,1676549,1678141,fused maltose and glucose-specific PTS enzymes,,,
ECB_01591,cds,malY,1678151,1679323,"bifunctional beta-cystathionase, PLP-dependent/ regulator of maltose regulon",,,
ECB_01592,cds,add,1679427,1680428,adenosine deaminase,,,
ECB_01593,cds,ydgJ,1680462,1681502,predicted oxidoreductase,,,
ECB_01594,cds,blr,1681745,1681870,beta-lactam resistance membrane protein,,,
ECB_01595,cds,ydgT,1682143,1682358,predicted regulator,,,
ECB_01596,cds,ydgK,1682444,1682884,conserved inner membrane protein,,,
ECB_01597,cds,rnfA,1682961,1683542,Na(+)-translocating NADH-quinone reductase subunit E,,,
ECB_01598,cds,rnfB,1683542,1684120,electron transport complex protein RnfB,,,
ECB_01599,cds,rnfC,1684113,1686335,electron transport complex protein RnfC,,,
ECB_01600,cds,rnfD,1686336,1687394,electron transport complex protein RnfD,,,
ECB_01601,cds,rnfG,1687398,1688018,electron transport complex protein RnfG,,,
ECB_01602,cds,rnfE,1688022,1688717,NADH-ubiquinone oxidoreductase,,,
ECB_01603,cds,nth,1688717,1689352,DNA glycosylase and apyrimidinic (AP) lyase (endonuclease III),,,
ECB_01604,cds,ydgR,1689963,1691465,putative tripeptide transporter permease,,,
ECB_01605,cds,gst,1691571,1692176,glutathionine S-transferase,,,
ECB_01606,cds,pdxY,1692220,1693083,pyridoxine kinase,,,
ECB_01607,cds,tyrS,1693142,1694416,tyrosyl-tRNA synthetase,,,
ECB_01608,cds,pdxH,1694545,1695201,pyridoxamine 5'-phosphate oxidase,,,
ECB_01609,cds,ydhA,1695260,1695589,predicted lipoprotein,,,
ECB_01610,cds,ydhH,1695687,1696796,anhydro-N-acetylmuramic acid kinase,,,
ECB_01611,cds,slyB,1697070,1697537,outer membrane lipoprotein,,,
ECB_01612,cds,slyA,1697584,1698018,transcriptional regulator SlyA,,,
ECB_01613,cds,ydhI,1698219,1698455,predicted inner membrane protein,,,
ECB_01614,cds,ydhJ,1698458,1699315,undecaprenyl pyrophosphate phosphatase,,,
ECB_01615,cds,ydhK,1699315,1701327,conserved inner membrane protein,,,
ECB_01616,cds,sodC,1701328,1701849,"superoxide dismutase, Cu, Zn",,,
ECB_01617,cds,ydhF,1701930,1702826,predicted oxidoreductase,,,
ECB_01618,cds,ydhL,1702875,1703114,hypothetical protein,,,
ECB_01619,cds,ydhM,1703301,1703816,predicted DNA-binding transcriptional regulator,,,
ECB_01620,cds,nemA,1703853,1704950,"N-ethylmaleimide reductase, FMN-linked",,,
ECB_01621,cds,gloA,1705031,1705438,"glyoxalase I, Ni-dependent",,,
ECB_01622,cds,rnt,1705541,1706188,ribonuclease T,,,
ECB_01623,cds,lhr,1706281,1710897,predicted ATP-dependent helicase,,,
ECB_01624,cds,ydhD,1710948,1711295,hypothetical protein,,,
ECB_01625,cds,ydhO,1711629,1712444,predicted lipoprotein,,,
ECB_01626,cds,sodB,1712572,1713153,"superoxide dismutase, Fe",,,
ECB_01627,cds,ydhP,1713388,1714557,putative transport protein (MFS family),,,
EBG00001040720,ncrna,STnc550,1714720,1715110,,,,
ECB_01628,cds,,1714723,1714842,predicted transporter,,,
ECB_01629,cds,purR,1715111,1716136,"DNA-binding transcriptional repressor, hypoxanthine-binding",,,
ECB_01630,cds,ydhB,1716133,1717065,predicted DNA-binding transcriptional regulator,,,
ECB_01631,cds,ydhC,1717178,1718389,predicted transporter,,,
ECB_01632,cds,cfa,1718680,1719828,cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase),,,
ECB_01633,cds,ribC,1719868,1720509,riboflavin synthase subunit alpha,,,
ECB_01634,cds,norM,1720724,1722097,multidrug efflux protein NorM,,,
ECB_01635,cds,ydhQ,1722138,1723394,hypothetical protein,,,
EBG00001040542,ncrna,tRNA,1723702,1723775,,,,
ECB_t00027,ncrna,valV,1723702,1723778,,,,
EBG00001040717,ncrna,tRNA,1723783,1723856,,,,
ECB_t00028,ncrna,valW,1723783,1723859,,,,
EBG00001040619,ncrna,HPnc0260,1723821,1723983,,,,
ECB_01636,cds,ydhR,1723967,1724272,hypothetical protein,,,
ECB_01637,cds,ydhS,1724398,1726002,conserved hypothetical protein with FAD/NAD(P)-binding domain,,,
ECB_01638,cds,ydhT,1726014,1726826,hypothetical protein,,,
ECB_01639,cds,ydhU,1726830,1727615,predicted cytochrome,,,
ECB_01640,cds,ydhX,1727612,1728280,predicted 4Fe-4S ferridoxin-type protein,,,
ECB_01641,cds,ydhW,1728344,1728991,hypothetical protein,,,
ECB_01642,cds,ydhV,1728995,1731097,predicted oxidoreductase,,,
ECB_01643,cds,ydhY,1731118,1731744,predicted 4Fe-4S ferridoxin-type protein,,,
ECB_01644,cds,ydhZ,1732199,1732408,hypothetical protein,,,
ECB_01645,cds,pykF,1732965,1734377,pyruvate kinase,,,
ECB_01646,cds,lpp,1734688,1734924,murein lipoprotein,,,
ECB_01647,cds,ynhG,1734988,1735992,hypothetical protein,,,
ECB_01648,cds,sufE,1736141,1736557,cysteine desufuration protein SufE,,,
ECB_01649,cds,sufS,1736570,1737790,selenocysteine lyase,,,
ECB_01650,cds,sufD,1737787,1739058,component of SufBCD complex,,,
ECB_01651,cds,sufC,1739033,1739779,cysteine desulfurase ATPase component,,,
ECB_01652,cds,sufB,1739789,1741276,component of SufBCD complex,,,
ECB_01653,cds,sufA,1741285,1741653,iron-sulfur cluster assembly scaffold protein,,,
EBG00001040575,ncrna,rydB,1741975,1742035,,,,
ECB_01654,cds,ydiH,1742201,1742470,hypothetical protein,,,
ECB_01655,cds,ydiI,1742489,1742899,hypothetical protein,,,
ECB_01656,cds,ydiJ,1742896,1745952,predicted FAD-linked oxidoreductase,,,
ECB_01657,cds,ydiK,1746341,1747453,predicted inner membrane protein,,,
EBG00001040605,ncrna,RprA,1747639,1747746,,,,
ECB_01658,cds,ydiL,1747882,1748238,hypothetical protein,,,
ECB_01660,cds,ydiN,1749778,1751043,predicted transporter,,,
ECB_01661,cds,ydiB,1751055,1751921,"quinate/shikimate 5-dehydrogenase, NAD(P)-binding",,,
ECB_01662,cds,aroD,1751952,1752710,3-dehydroquinate dehydratase,,,
ECB_01663,cds,ydiF,1752855,1754450,fused predicted acetyl-CoA,,,
ECB_01664,cds,ydiO,1754464,1755615,predicted acyl-CoA dehydrogenase,,,
ECB_01665,cds,ydiP,1755658,1756569,predicted DNA-binding transcriptional regulator,,,
ECB_01666,cds,ydiQ,1756885,1757649,hypothetical protein,,,
ECB_01667,cds,ydiR,1757669,1758607,"predicted electron transfer flavoprotein, FAD-binding",,,
ECB_01668,cds,ydiS,1758663,1759952,predicted oxidoreductase with FAD/NAD(P)-binding domain,,,
ECB_01669,cds,ydiT,1759949,1760242,predicted 4Fe-4S ferredoxin-type protein,,,
ECB_01670,cds,ydiD,1760245,1761945,hypothetical protein,,,
ECB_01671,cds,ppsA,1762002,1764380,phosphoenolpyruvate synthase,,,
ECB_01672,cds,ydiA,1764713,1765546,hypothetical protein,,,
ECB_01673,cds,aroH,1765703,1766749,"3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tryptophan repressible",,,
ECB_01674,cds,ydiE,1766881,1767072,hypothetical protein,,,
ECB_01675,cds,ydiU,1767076,1768512,hypothetical protein,,,
ECB_01676,cds,ydiV,1768575,1769117,hypothetical protein,,,
ECB_01677,cds,nlpC,1769534,1769998,predicted lipoprotein,,,
ECB_01678,cds,btuD,1770076,1770825,vitamin B12-transporter ATPase,,,
ECB_01679,cds,btuE,1770825,1771376,predicted glutathione peroxidase,,,
ECB_01680,cds,btuC,1771439,1772419,vtamin B12-transporter permease,,,
EBG00001040526,ncrna,STnc540,1772420,1772578,,,,
ECB_01681,cds,himA,1772520,1772819,integration host factor subunit alpha,,,
ECB_01682,cds,pheT,1772824,1775211,phenylalanyl-tRNA synthetase beta subunit,,,
ECB_01683,cds,pheS,1775226,1776209,phenylalanyl-tRNA synthetase alpha subunit,,,
ECB_01684,cds,pheM,1776493,1776537,phenylalanyl-tRNA synthetase operon leader peptide,,,
ECB_01685,cds,rplT,1776660,1777016,50S ribosomal protein L20,,,
ECB_01686,cds,rpmI,1777069,1777266,50S ribosomal protein L35,,,
ECB_01687,cds,infC,1777363,1777797,translation initiation factor IF-3,,,
ECB_01688,cds,thrS,1777909,1779837,threonyl-tRNA synthetase,,,
ECB_01690,cds,,1782415,1782537,hypothetical protein,,,
ECB_01691,cds,ydiY,1782590,1783348,hypothetical protein,,,
ECB_01692,cds,pfkB,1783635,1784564,6-phosphofructokinase II,,,
ECB_01693,cds,ydiZ,1784665,1784955,hypothetical protein,,,
ECB_01694,cds,yniA,1785061,1785921,predicted phosphotransferase/kinase,,,
ECB_01695,cds,yniB,1785962,1786498,predicted inner membrane protein,,,
ECB_01696,cds,yniC,1786645,1787313,predicted hydrolase,,,
ECB_01697,cds,ydjM,1787476,1788066,predicted inner membrane protein regulated by LexA,,,
ECB_01698,cds,ydjN,1788199,1789590,predicted transporter,,,
ECB_01699,cds,ydjO,1789615,1790409,hypothetical protein,,,
ECB_01700,cds,cedA,1790686,1790949,cell division modulator,,,
ECB_01701,cds,katE,1791132,1793393,hydroperoxidase HPII(III) (catalase),,,
ECB_01702,cds,ydjC,1793651,1794400,hypothetical protein,,,
ECB_01703,cds,celF,1794413,1795765,"cryptic phospho-beta-glucosidase, NAD(P)-binding",,,
ECB_01704,cds,celD,1795870,1796712,DNA-binding transcriptional dual regulator,,,
ECB_01705,cds,celC,1796720,1797070,"N,N'-diacetylchitobiose-specific enzyme IIA component of PTS",,,
ECB_01706,cds,celB,1797121,1798479,"N,N'-diacetylchitobiose-specific enzyme IIC component of PTS",,,
ECB_01707,cds,celA,1798564,1798884,"N,N'-diacetylchitobiose-specific enzyme IIB component of PTS",,,
ECB_01708,cds,osmE,1799183,1799521,DNA-binding transcriptional activator,,,
ECB_01709,cds,nadE,1799723,1800550,NAD synthetase,,,
ECB_01710,cds,ydjQ,1800780,1801667,endonuclease of nucleotide excision repair,,,
ECB_01711,cds,ydjR,1801627,1802202,hypothetical protein,,,
ECB_01712,cds,spy,1802405,1802890,envelope stress induced periplasmic protein,,,
ECB_01713,cds,astE,1803220,1804188,succinylglutamate desuccinylase,,,
ECB_01714,cds,astB,1804181,1805524,succinylarginine dihydrolase,,,
ECB_01715,cds,astD,1805521,1806999,succinylglutamic semialdehyde dehydrogenase,,,
ECB_01716,cds,astA,1806996,1808030,arginine succinyltransferase,,,
ECB_01717,cds,astC,1808027,1809247,"succinylornithine transaminase, PLP-dependent",,,
ECB_01718,cds,xthA,1809693,1810499,exonuclease III,,,
ECB_01719,cds,ydjX,1810666,1811376,predicted inner membrane protein,,,
ECB_01721,cds,ydjZ,1812036,1812743,conserved inner membrane protein,,,
ECB_01722,cds,ynjA,1812743,1813291,hypothetical protein,,,
ECB_01723,cds,ynjB,1813301,1814467,hypothetical protein,,,
ECB_01724,cds,ynjC,1814485,1815975,fused transporter subunits of ABC superfamily,,,
ECB_01725,cds,ynjD,1815975,1816628,predicted transporter subunit,,,
ECB_01726,cds,ynjE,1816695,1818002,predicted thiosulfate sulfur transferase,,,
ECB_01727,cds,ynjF,1818011,1818631,"predicted phosphatidyl transferase, inner membrane protein",,,
ECB_01728,cds,nudG,1818718,1819125,pyrimidine (deoxy)nucleoside triphosphate pyrophosphohydrolase,,,
ECB_01729,cds,ynjH,1819091,1819363,hypothetical protein,,,
ECB_01730,cds,gdhA,1819599,1820942,glutamate dehydrogenase,,,
ECB_01731,cds,ynjI,1821059,1822099,predicted inner membrane protein,,,
ECB_01732,cds,topB,1822227,1824188,DNA topoisomerase III,,,
ECB_01733,cds,selD,1824193,1825236,selenophosphate synthetase,,,
ECB_01734,cds,ydjA,1825353,1825904,predicted oxidoreductase,,,
ECB_01735,cds,sppA,1826065,1827921,protease IV (signal peptide peptidase),,,
ECB_01736,cds,ansA,1828088,1829104,cytoplasmic asparaginase I,,,
ECB_01737,cds,pncA,1829115,1829756,nicotinamidase/pyrazinamidase,,,
ECB_01738,cds,ydjE,1829849,1831207,predicted transporter,,,
ECB_01739,cds,ydjF,1831325,1832083,predicted DNA-binding transcriptional regulator,,,
ECB_01740,cds,ydjG,1832220,1833200,predicted oxidoreductase,,,
ECB_01741,cds,ydjH,1833210,1834157,predicted kinase,,,
ECB_01742,cds,ydjI,1834162,1834998,predicted aldolase,,,
ECB_01743,cds,ydjJ,1835019,1836062,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",,,
ECB_01744,cds,ydjK,1836079,1837458,predicted transporter,,,
ECB_01745,cds,ydjL,1837485,1838561,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",,,
ECB_01746,cds,yeaC,1838931,1839203,hypothetical protein,,,
ECB_01747,cds,yeaA,1839245,1839658,methionine sulfoxide reductase B,,,
ECB_01748,cds,gapA,1840000,1840995,glyceraldehyde-3-phosphate dehydrogenase,,,
ECB_01749,cds,yeaD,1841079,1841963,hypothetical protein,,,
ECB_01750,cds,yeaE,1842011,1842865,predicted oxidoreductase,,,
ECB_01751,cds,mipA,1842955,1843701,scaffolding protein for murein synthesizing machinery,,,
ECB_01752,cds,yeaG,1844263,1846071,conserved hypothetical protein with nucleoside triphosphate hydrolase domain,,,
ECB_01753,cds,yeaH,1846184,1847467,hypothetical protein,,,
ECB_01754,cds,yeaI,1847614,1849089,predicted diguanylate cyclase,,,
ECB_01755,cds,yeaJ,1849270,1850760,predicted diguanylate cyclase,,,
ECB_01756,cds,yeaK,1850803,1851306,hypothetical protein,,,
ECB_01757,cds,,1851307,1851411,hypothetical protein,,,
ECB_01758,cds,yeaL,1851581,1852027,conserved inner membrane protein,,,
ECB_01759,cds,yeaM,1851984,1852805,predicted DNA-binding transcriptional regulator,,,
ECB_01760,cds,yeaN,1852902,1854083,predicted transporter,,,
ECB_01761,cds,yeaO,1854138,1854485,hypothetical protein,,,
ECB_01762,cds,yoaF,1854507,1854761,conserved outer membrane protein,,,
ECB_01763,cds,yeaP,1854944,1855969,predicted diguanylate cyclase,,,
ECB_01764,cds,yeaQ,1856236,1856484,conserved inner membrane protein,,,
ECB_01765,cds,yoaG,1856632,1856814,hypothetical protein,,,
ECB_01766,cds,yeaR,1856818,1857042,hypothetical protein,,,
ECB_01767,cds,insL-4,1857121,1858233,putative transposase insL for insertion sequence IS186,,,
ECB_01768,cds,yeaS,1858699,1859337,neutral amino-acid efflux system,,,
ECB_01769,cds,yeaT,1859464,1860387,predicted DNA-binding transcriptional regulator,,,
ECB_01770,cds,yeaU,1860490,1861575,predicted dehydrogenase,,,
ECB_01771,cds,yeaV,1861766,1863211,predicted transporter,,,
ECB_01772,cds,yeaW,1863243,1864367,predicted 2Fe-2S cluster-containing protein,,,
ECB_01773,cds,yeaX,1864423,1865388,predicted oxidoreductase,,,
ECB_01774,cds,rnd,1865442,1866569,ribonuclease D,,,
EBG00001040712,ncrna,sroD,1866595,1866680,,,,
ECB_01775,cds,fadD,1866639,1868324,acyl-CoA synthase,,,
ECB_01776,cds,yeaY,1868529,1869110,predicted lipoprotein,,,
ECB_01777,cds,yeaZ,1869150,1869845,predicted peptidase,,,
ECB_01778,cds,yoaA,1869903,1871813,conserved hypothetical protein with nucleoside triphosphate hydrolase domain,,,
ECB_01779,cds,yoaB,1871945,1872289,hypothetical protein,,,
ECB_01780,cds,yoaC,1872652,1873011,hypothetical protein,,,
ECB_01781,cds,yoaH,1873131,1873310,hypothetical protein,,,
ECB_01782,cds,pabB,1873384,1874745,para-aminobenzoate synthase component I,,,
ECB_01783,cds,yeaB,1874749,1875327,predicted NUDIX hydrolase,,,
ECB_01784,cds,sdaA,1875511,1876875,L-serine deaminase I,,,
ECB_01785,cds,yoaD,1877006,1878604,predicted phosphodiesterase,,,
ECB_01786,cds,yoaE,1878608,1880164,fused predicted membrane protein/conserved hypothetical protein,,,
ECB_01787,cds,manX,1880627,1881598,fused mannose-specific PTS enzymes,,,
ECB_01788,cds,manY,1881661,1882461,mannose-specific enzyme IIC component of PTS,,,
ECB_01789,cds,manZ,1882465,1883325,mannose-specific enzyme IID component of PTS,,,
ECB_01790,cds,yobD,1883380,1883838,hypothetical protein,,,
ECB_01791,cds,yebN,1884267,1884833,conserved inner membrane protein,,,
ECB_01792,cds,rrmA,1884830,1885639,23S rRNA m1G745 methyltransferase,,,
ECB_01793,cds,cspC,1885805,1886014,"stress protein, member of the CspA-family",,,
ECB_01794,cds,yobF,1886027,1886170,hypothetical protein,,,
ECB_01795,cds,yebO,1886839,1887126,hypothetical protein,,,
ECB_01796,cds,yobG,1887201,1887344,hypothetical protein,,,
ECB_01797,cds,,1887503,1887742,hypothetical protein,,,
ECB_01798,cds,kdgR,1887885,1888676,predicted DNA-binding transcriptional regulator,,,
ECB_01799,cds,yebQ,1888853,1890226,predicted transporter,,,
ECB_01800,cds,htpX,1890272,1891153,heat shock protein HtpX,,,
ECB_01801,cds,prc,1891345,1893393,carboxy-terminal protease for penicillin-binding protein 3,,,
ECB_01802,cds,proQ,1893413,1894111,putative solute/DNA competence effector,,,
ECB_01803,cds,yebR,1894208,1894759,hypothetical protein,,,
ECB_01804,cds,yebS,1894835,1896118,conserved inner membrane protein,,,
ECB_01805,cds,yebT,1896087,1898720,hypothetical protein,,,
ECB_01806,cds,yebU,1898800,1900239,predicted methyltransferase,,,
ECB_01807,cds,yebV,1900357,1900593,hypothetical protein,,,
ECB_01808,cds,yebW,1900698,1900889,hypothetical protein,,,
ECB_01809,cds,pphA,1900890,1901546,serine/threonine-specific protein phosphatase 1,,,
EBG00001040614,ncrna,SraC_RyeA,1901677,1901821,,,,
ECB_01810,cds,yebY,1901941,1902282,hypothetical protein,,,
ECB_01811,cds,yebZ,1902295,1903167,predicted inner membrane protein,,,
ECB_01812,cds,yobA,1903171,1903545,hypothetical protein,,,
ECB_01813,cds,holE,1903684,1903914,"DNA polymerase III, theta subunit",,,
ECB_01814,cds,yobB,1904016,1904672,hypothetical protein,,,
ECB_01815,cds,exoX,1904696,1905358,exodeoxyribonuclease X,,,
ECB_01816,cds,ptrB,1905355,1907415,protease II,,,
ECB_01817,cds,yebE,1907624,1908283,hypothetical protein,,,
ECB_01818,cds,yebF,1908610,1908978,hypothetical protein,,,
ECB_01819,cds,yebG,1909033,1909323,conserved hypothetical protein regulated by LexA,,,
ECB_01820,cds,purT,1909457,1910635,phosphoribosylglycinamide formyltransferase 2,,,
ECB_01821,cds,eda,1910691,1911332,keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase,,,
ECB_01822,cds,edd,1911369,1913180,phosphogluconate dehydratase,,,
ECB_01823,cds,zwf,1913415,1914890,glucose-6-phosphate 1-dehydrogenase,,,
ECB_01824,cds,yebK,1915228,1916097,predicted DNA-binding transcriptional regulator,,,
ECB_01825,cds,pykA,1916225,1917667,pyruvate kinase,,,
ECB_01826,cds,msbB,1917798,1918769,lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase,,,
ECB_01827,cds,yebA,1918889,1920148,predicted peptidase,,,
ECB_01828,cds,znuA,1920227,1921159,high-affinity zinc transporter periplasmic component,,,
ECB_01829,cds,znuC,1921238,1921993,high-affinity zinc transporter ATPase,,,
ECB_01830,cds,znuB,1921990,1922775,high-affinity zinc transporter membrane component,,,
ECB_01831,cds,ruvB,1923116,1924126,Holliday junction DNA helicase B,,,
ECB_01832,cds,ruvA,1924135,1924746,Holliday junction DNA helicase motor protein,,,
ECB_01833,cds,yebB,1925021,1925623,hypothetical protein,,,
ECB_01834,cds,ruvC,1925625,1926146,Holliday junction resolvase,,,
ECB_01835,cds,yebC,1926181,1926921,hypothetical protein,,,
ECB_01836,cds,ntpA,1926950,1927402,dATP pyrophosphohydrolase,,,
ECB_01837,cds,aspS,1927520,1929292,aspartyl-tRNA synthetase,,,
ECB_01838,cds,yecD,1929602,1930168,predicted hydrolase,,,
ECB_01839,cds,yecE,1930165,1930983,hypothetical protein,,,
ECB_01840,cds,yecN,1931036,1931431,predicted inner membrane protein,,,
ECB_01841,cds,yecO,1931472,1932215,predicted methyltransferase,,,
ECB_01842,cds,yecP,1932212,1933183,predicted S-adenosyl-L-methionine-dependent methyltransferase,,,
ECB_01843,cds,torZ,1933348,1935777,"trimethylamine N-oxide reductase system III, catalytic subunit",,,
ECB_01844,cds,torY,1935802,1936902,"TMAO reductase III (TorYZ), cytochrome c-type subunit",,,
ECB_01845,cds,cutC,1937290,1937730,copper homeostasis protein,,,
ECB_01846,cds,yecM,1938050,1938616,predicted metal-binding enzyme,,,
ECB_01847,cds,argS,1938832,1940565,arginyl-tRNA synthetase,,,
ECB_01848,cds,yecT,1940742,1941230,hypothetical protein,,,
ECB_01849,cds,flhE,1941350,1941718,hypothetical protein,,,
ECB_01850,cds,flhA,1941742,1943820,flagellar biosynthesis protein A,,,
ECB_01851,cds,flhB,1943813,1944961,flagellar biosynthesis protein B,,,
ECB_01852,cds,cheZ,1945163,1945807,"chemotaxis regulator, protein phosphatase for CheY",,,
ECB_01853,cds,cheY,1945818,1946207,chemotaxis regulator transmitting signal to flagellar motor component,,,
ECB_01854,cds,cheB,1946222,1947271,chemotaxis-specific methylesterase,,,
ECB_01855,cds,cheR,1947274,1948134,"chemotaxis regulator, protein-glutamate methyltransferase",,,
ECB_01856,cds,tap,1948153,1949754,methyl-accepting protein IV,,,
ECB_01857,cds,tar,1949800,1951461,methyl-accepting chemotaxis protein II,,,
EBG00001040606,ncrna,C0465,1951509,1951586,,,,
ECB_01858,cds,cheW,1951606,1952109,purine-binding chemotaxis protein,,,
